Actual,Predicted_Class,Predicted_Probability
0,0,0.33444983
1,0,0.016789535
0,0,0.024746334
1,0,0.002382432
0,0,0.01948691
0,0,0.0014570304
0,0,0.015630217
1,1,0.6687521
0,0,0.03496119
0,1,0.38739437
1,1,0.74253666
0,1,0.9776463
0,0,0.11844577
1,1,0.77809465
0,0,0.0034085517
0,0,0.23161383
1,0,0.13804989
0,0,0.07679409
0,0,0.056019247
0,0,0.075394355
0,1,0.5761665
0,0,0.783296
0,0,0.041311562
0,0,0.0014075113
1,0,0.12859182
0,0,0.0982489
0,0,0.11777741
0,0,0.009340863
0,0,0.0199045
1,1,0.96343166
1,1,0.23047055
1,1,0.9703936
0,0,0.015740264
0,0,0.030395223
1,1,0.7245382
0,1,0.62876433
0,0,0.0003988578
1,0,0.1479681
0,1,0.31249768
0,1,0.22091027
0,1,0.20596373
0,0,0.15114887
0,0,0.225102
0,0,0.0005683757
0,0,0.0034888792
1,1,0.622537
0,0,0.073564544
0,0,0.031711236
0,0,0.0029764036
0,0,0.0017319649
0,1,0.5886751
0,0,0.003137634
0,0,0.002287947
0,1,0.88069487
0,0,0.13831991
0,1,0.82895046
1,0,0.2816518
0,0,0.008690721
0,0,0.023813663
0,1,0.6165818
0,0,0.0014200337
0,0,0.0028928225
0,0,0.33424702
0,0,0.008695673
0,0,0.0062694447
1,1,0.9171353
1,1,0.936653
0,0,0.4845279
1,1,0.48183104
0,0,0.0014263103
0,0,0.704346
0,0,0.14377092
0,0,0.6884355
0,0,0.03461444
0,1,0.54741865
0,0,0.28523222
0,1,0.9087458
0,1,0.58191603
0,0,0.0008564713
0,0,0.0007706133
1,1,0.40056863
0,0,0.16635242
0,0,0.14987284
0,0,0.0787467
0,0,0.35252386
1,1,0.9877043
0,0,0.0041189347
1,0,0.079106584
0,1,0.6891398
0,1,0.67534286
0,0,0.0023475506
1,1,0.99214387
0,0,0.034879778
0,0,0.036920503
0,0,0.07691959
1,1,0.72220445
0,0,0.00054910744
0,1,0.6131296
0,0,0.09174695
1,0,0.21842758
0,0,0.12520076
0,0,0.00100921
0,1,0.3516735
0,0,0.09516304
0,0,0.100589044
0,0,0.007827827
0,0,0.027067374
0,1,0.63449293
0,0,0.012433781
0,0,0.010489314
1,0,0.4131968
0,0,0.00016286354
0,0,0.03334915
0,0,0.7855485
0,1,0.3726349
0,0,0.0045654746
1,1,0.96415806
0,0,0.0021257643
0,0,0.06111443
0,0,0.11068529
0,1,0.865918
1,1,0.35108474
0,1,0.22011016
0,0,0.32681248
0,0,0.028457988
0,1,0.6791369
0,1,0.7627674
0,0,0.0014304427
1,0,0.04502619
0,0,0.021793824
0,0,0.024657056
0,1,0.49413398
0,0,0.005165785
1,0,0.00047987208
1,0,0.30486727
1,1,0.5158202
0,0,0.064389765
0,0,0.0010910393
0,1,0.38235956
0,0,0.0019642117
1,1,0.5669595
1,1,0.48275825
0,0,0.001401266
0,0,0.00064542744
0,0,0.060620118
0,0,0.0015977877
0,0,0.0043352647
0,0,0.004620095
0,0,0.0011556603
1,1,0.9851458
0,0,0.024316108
0,1,0.9459006
0,0,0.049027476
1,1,0.6828801
1,0,0.2604274
0,0,0.010045866
0,0,0.76390624
0,1,0.40666687
1,0,0.27691248
0,0,0.09212395
0,0,0.0052239257
0,0,0.45544967
1,0,0.14072682
0,1,0.7438868
0,0,0.0047820644
0,0,0.01651629
0,1,0.6847712
0,0,0.08045998
0,0,0.006983374
0,0,0.20645808
1,1,0.5082159
0,1,0.89049345
0,0,0.014618239
0,0,0.008943858
0,0,0.0042116065
0,0,0.08852927
0,0,0.24575257
0,0,0.00044636047
0,0,0.000277221
0,0,0.06385573
0,1,0.55723935
0,0,0.0026733836
0,0,0.41401297
0,1,0.6304001
0,0,0.07391613
0,0,0.00039553127
1,1,0.87629515
0,0,0.00039888616
0,0,0.38384947
1,0,0.4826435
0,0,0.062467266
0,1,0.71461284
0,1,0.3043477
1,1,0.75228125
0,0,0.563233
0,0,0.005949605
0,1,0.7349562
0,0,0.033653647
0,0,0.00089122524
0,1,0.68374556
0,1,0.91653687
0,0,0.013112598
0,0,0.0035871116
0,0,0.010511673
0,0,0.011956557
0,0,0.0014263103
1,1,0.8307219
1,0,0.19201912
0,0,0.11894465
0,1,0.122548275
1,1,0.65735376
1,1,0.450566
1,0,0.41970557
0,0,0.009245278
1,0,0.12809144
1,1,0.93002933
0,1,0.8995667
0,0,0.0002014518
1,0,0.45154423
0,0,0.061082646
0,0,0.010563489
1,1,0.9851458
1,0,0.031356886
1,0,0.16012509
1,1,0.9426292
0,1,0.759677
1,0,0.71588284
0,0,0.014522661
0,0,0.05679655
0,0,0.024010438
0,0,0.09039559
0,0,0.10783032
0,0,0.00027912974
0,1,0.41476882
1,0,0.0028799074
0,0,0.0023839842
0,0,0.09835807
0,1,0.94899404
0,0,0.11289926
1,1,0.880608
0,0,0.37716895
0,0,0.063008875
0,0,0.0013081259
1,1,0.9441671
0,0,0.019265052
0,1,0.50062215
0,0,0.14527307
0,0,0.116393976
0,0,0.0029983958
0,0,0.0006525559
1,1,0.69228965
1,1,0.08659844
1,1,0.72071177
0,1,0.5924496
1,1,0.7451906
0,0,0.00065526937
0,0,0.008445236
1,1,0.947814
1,1,0.96674603
0,0,0.019476106
0,0,0.0146396635
0,0,0.19205
0,0,0.0056439713
0,1,0.1852396
0,0,0.12620251
0,0,0.09771336
0,0,0.003148771
0,1,0.70346457
0,0,0.72159785
0,0,0.27263534
0,0,0.47422737
0,1,0.91043836
0,0,0.643799
0,1,0.7886022
0,0,0.060055137
0,1,0.65741813
1,0,0.06248977
0,0,0.03219644
0,0,0.001934832
0,0,0.18605646
0,0,0.0059727808
0,0,0.18366572
0,1,0.51735115
1,1,0.75411093
1,1,0.4716784
1,1,0.80111057
0,0,0.0028448529
0,0,0.0020375291
1,1,0.3751188
0,1,0.36896157
0,0,0.0015184957
1,1,0.93892527
0,1,0.75862074
0,0,0.08323643
0,0,0.0024398887
0,0,0.068839476
0,0,0.11251583
0,0,0.033738885
0,0,0.011757265
1,1,0.83370155
0,0,0.2261459
0,0,0.76937914
0,0,0.01841864
0,0,0.009578583
0,1,0.7349445
0,1,0.37398148
0,1,0.6172246
0,1,0.5135385
1,1,0.93429804
1,0,0.23358187
1,1,0.6610237
0,0,0.010743612
0,1,0.6050539
0,0,0.059712265
0,0,0.0017591035
1,1,0.17932788
0,0,0.00013091165
0,0,0.0042620944
0,0,0.04526327
0,0,0.68651277
0,0,0.32845092
0,0,0.00013766212
0,0,0.0005635096
0,0,0.23110682
0,0,0.0020243302
1,1,0.87943953
0,0,0.00091169815
0,0,0.07845549
1,0,0.1294836
1,0,0.0041925353
0,0,0.525549
1,1,0.83662033
1,0,0.26690432
1,0,0.017011963
0,0,0.05976485
1,0,0.38477987
0,1,0.5221469
0,1,0.6858862
1,0,0.4078584
0,1,0.9598499
0,1,0.27388296
0,0,0.32005593
0,0,0.00044943905
0,1,0.34969383
1,1,0.15384056
0,0,0.24096714
0,0,0.5989217
1,1,0.6635428
0,0,0.13968563
1,1,0.10040748
0,0,0.04006499
1,0,0.5237088
0,0,0.025228843
0,0,0.0010522367
1,1,0.9735242
0,0,0.00055394665
0,0,0.003874327
0,0,0.044352956
0,0,0.0019278005
0,0,0.00033483005
0,0,0.0074025798
0,0,0.122128956
0,0,0.027431056
0,0,0.041378856
0,0,0.0012227289
0,0,0.07869115
0,1,0.68132675
1,0,0.46913412
1,1,0.9407165
0,1,0.74779135
0,0,0.0042184573
0,0,0.00063330104
0,1,0.31725302
0,0,0.0010152734
0,0,0.20899545
0,0,0.0015009235
1,1,0.70085573
0,1,0.77845013
1,1,0.9490022
0,1,0.70989263
0,0,0.0319194
0,0,0.027966931
0,0,0.0378628
1,1,0.058109786
1,1,0.5780594
0,0,0.0077710557
0,0,0.39140418
0,0,0.0015271635
1,0,0.39884445
0,0,0.0004840929
0,0,0.065542184
1,1,0.9790936
0,0,0.098841734
1,1,0.9729499
0,0,0.11670276
1,0,0.6095496
0,0,0.22472039
0,0,0.0070702797
1,1,0.92006683
1,0,0.33595482
0,1,0.504558
0,0,0.015300815
0,0,0.123063564
0,0,0.016981719
0,0,0.04977347
0,0,0.013862032
0,0,0.2170808
0,0,0.0037670096
0,0,0.0012698228
0,1,0.57847905
0,1,0.4094683
1,1,0.048785843
0,0,0.039454166
0,0,0.022959543
1,1,0.880123
0,1,0.6855276
0,0,0.036015365
1,1,0.87042105
0,0,0.0093981465
0,0,0.032450687
1,1,0.81101644
0,0,0.021040205
0,0,0.15693413
1,1,0.2967915
0,0,0.051063072
1,0,0.0070151724
0,0,0.10097466
0,0,0.012245087
0,0,0.0007773627
0,1,0.95557004
1,1,0.9683064
0,0,0.0042172275
0,1,0.52952963
1,1,0.7935548
0,0,0.0014861341
1,1,0.5988794
0,0,0.21950343
0,0,0.0015198499
0,0,0.017117571
1,1,0.8943377
0,0,0.0007710258
0,0,0.16216348
0,0,0.19517007
0,0,0.0010565539
1,1,0.73718673
0,0,0.21376127
0,0,0.0015822577
0,0,0.3477313
0,0,0.20982087
0,0,0.4011912
0,0,0.11308782
0,0,0.019309482
0,1,0.50827605
0,0,0.080877975
0,0,0.0005751857
0,0,0.00046703545
1,1,0.90689313
0,0,0.005834092
0,0,0.024431765
0,0,0.00042415233
0,0,0.3771359
0,0,0.0026262328
0,1,0.75414205
0,0,0.16735485
0,0,0.008881712
0,1,0.6279862
0,0,0.015625354
0,0,0.001109808
0,0,0.0012646598
1,0,0.011089178
1,0,0.033003237
0,0,0.58993125
1,1,0.55664086
0,0,0.0995222
0,0,0.03260151
0,0,0.005137673
0,1,0.2912616
0,0,0.24152704
1,1,0.9099144
0,0,0.031331766
1,0,0.42071262
1,1,0.78522235
0,0,0.018238138
0,0,0.025443282
0,0,0.008162218
1,1,0.7193515
0,1,0.68014026
0,0,0.005481442
0,0,0.09681801
0,0,0.006305297
0,1,0.66167045
0,0,0.0015548171
0,0,0.0015936171
0,0,0.33797595
0,0,0.16662043
1,1,0.6140257
1,1,0.8604071
1,0,0.43581623
0,0,0.07694588
0,1,0.7731238
1,0,0.013716313
1,0,0.34284627
0,1,0.6760082
0,1,0.7414638
0,0,0.08511358
1,1,0.13566501
1,1,0.9357826
1,0,0.060078237
0,0,0.0013341359
0,1,0.9727788
0,0,0.0015797
0,0,0.27211908
0,0,0.01147196
0,0,0.00068935956
1,0,0.34949908
1,1,0.97925276
0,0,0.008806558
0,0,0.34064668
1,0,0.2174222
1,1,0.9313204
0,0,0.08170077
1,0,0.0068895468
1,1,0.26446477
1,1,0.8185641
0,0,0.09277048
1,1,0.9672276
0,0,0.037943013
0,0,0.2919056
0,0,0.0011420692
0,0,0.0045976113
0,0,0.0003935895
0,1,0.61401653
0,0,0.08420851
0,0,0.0011857976
0,0,0.0025585468
1,0,0.072959565
0,0,0.023518972
0,1,0.537917
0,0,0.12312643
0,0,0.4479656
0,0,0.0011267419
0,0,0.009340748
0,0,0.018203514
0,0,0.022700459
0,0,0.0028654863
0,0,0.060743295
0,0,0.028119203
0,0,0.06194241
0,0,0.28514963
1,0,0.002397821
0,0,0.035700195
0,1,0.805941
0,0,0.007636126
0,0,0.0024535682
0,0,0.025382888
1,1,0.39658782
1,1,0.9756851
0,0,0.01949992
0,0,0.0078084045
0,1,0.82642347
1,0,0.18009938
1,0,0.007117782
1,0,0.065056495
0,0,0.3855745
1,1,0.8124576
0,0,0.30912602
0,0,0.000792992
0,0,0.051794942
0,0,0.011260524
0,0,0.0017753856
0,0,0.0068152766
0,0,0.00038883265
0,0,0.36190873
0,0,0.19551381
0,0,0.2153323
0,0,0.001041706
0,0,0.331714
1,1,0.3498595
0,0,0.019356016
0,0,0.06411059
0,0,0.022863949
0,0,0.071548484
1,0,0.45166796
0,0,0.15085123
0,1,0.68893516
0,0,0.6725749
0,1,0.5643106
0,0,0.16934164
0,0,0.34114137
0,0,0.06559251
1,1,0.79409504
0,0,0.04379612
1,0,0.011837543
0,0,0.10991819
1,1,0.98575497
1,0,0.25597948
0,0,0.0019185187
0,0,0.01826439
0,0,0.3264639
0,1,0.8559167
1,1,0.5424021
0,0,0.041949924
0,0,0.20295183
0,0,0.090984344
0,0,0.008567872
0,0,0.25442207
1,0,0.0014109086
0,1,0.4025812
0,1,0.6575619
1,1,0.6699544
1,1,0.9623423
1,1,0.24163744
0,0,0.013215774
0,0,0.0005779694
0,0,0.4782218
0,0,0.03847309
1,1,0.702726
1,1,0.5788305
0,0,0.047803797
0,1,0.22964512
0,0,0.105336785
0,0,0.09519922
0,1,0.24173315
0,0,0.010230997
0,0,0.0019476495
0,0,0.0027924653
1,1,0.65158147
0,1,0.84857744
0,0,0.06754899
0,0,0.024307352
0,0,0.30934706
0,0,0.0039330022
0,0,0.17641854
0,1,0.7938354
0,0,0.018082513
1,1,0.96913177
0,0,0.12826674
0,0,0.0011280559
1,1,0.12240985
0,0,0.13251096
0,1,0.6618058
1,0,0.11500437
1,1,0.85333
0,0,0.039458
0,0,0.41293305
0,1,0.880058
0,0,0.0072267368
0,0,0.013430074
1,1,0.67216086
0,0,0.01030886
0,0,0.051029935
0,0,0.00749122
0,0,0.021103283
1,0,0.32810462
0,1,0.7537215
0,0,0.0007688093
1,1,0.21137664
0,0,0.04774499
0,1,0.7346778
0,1,0.908976
0,0,0.005877618
0,0,0.06203853
0,0,0.0072500305
0,0,0.02670521
1,1,0.9355473
1,0,0.010249048
1,1,0.74880123
0,0,0.054971207
1,1,0.8118232
0,0,0.12465522
0,0,0.19508824
0,0,0.0974931
0,0,0.45875987
1,0,0.029639767
0,0,0.020657562
0,0,0.09295304
0,0,0.036949318
1,1,0.95628136
0,0,0.0011101749
0,0,0.0013153031
0,0,0.32929462
0,0,0.068263024
1,0,0.17260872
0,0,0.4230786
0,0,0.0004989421
1,1,0.78028893
0,0,0.0012088421
0,1,0.95309985
0,1,0.50724554
0,0,0.0036800876
1,0,0.6422424
0,0,0.745834
0,0,0.008623808
0,1,0.66813606
0,0,0.0073487237
1,1,0.9423779
0,0,0.018574452
0,0,0.057640765
1,0,0.22395305
0,0,0.28517333
1,1,0.7638743
0,0,0.0009820202
1,0,0.5622882
0,0,0.0006073806
0,0,0.110939935
0,0,0.0023141066
0,0,0.0034854277
0,1,0.8959548
0,0,0.029073806
1,0,0.41293305
0,0,0.3784639
1,0,0.3561314
0,0,0.27973035
1,1,0.46636426
0,0,0.47639537
0,0,0.001448332
0,1,0.28597623
0,0,0.019777948
1,1,0.9879417
0,0,0.14569485
0,0,0.10602261
0,1,0.88740635
0,0,0.00028083014
0,0,0.12842244
0,0,0.002706681
1,1,0.81678766
0,0,0.0046943314
0,0,0.12742268
0,0,0.0026672664
0,0,0.0010902238
0,0,0.34882718
0,0,0.0021731446
0,1,0.54493266
0,0,0.27119014
0,0,0.0029977632
0,0,0.13667738
0,0,0.003532358
0,1,0.81346434
0,0,0.008834009
0,0,0.04825869
0,0,0.026226887
0,1,0.8905299
1,1,0.9467643
0,0,0.055361364
0,0,0.06531344
1,1,0.75471056
0,1,0.7337263
0,1,0.47222263
0,0,0.036868736
0,0,0.02639031
0,0,0.0015421595
0,0,0.0014877404
1,1,0.052409276
0,1,0.24930702
1,0,0.0927387
0,1,0.80376565
0,1,0.90888435
0,1,0.5572988
0,0,0.46819642
1,0,0.021873506
1,1,0.17340586
0,0,0.62826216
0,0,0.36588216
0,0,0.08209362
0,0,0.00035990556
0,0,0.0037768844
0,0,0.01069407
0,0,0.19257702
0,1,0.72408855
0,0,0.018325688
0,1,0.83633155
0,0,0.58716375
0,1,0.43323767
1,0,0.03172242
1,1,0.9715916
1,0,0.05810427
0,1,0.8300994
0,0,0.32474345
0,1,0.80659646
0,0,0.5750728
0,0,0.037197635
0,0,0.010044263
0,0,0.019300552
0,0,0.012854475
0,0,0.0662534
0,0,0.0020790691
0,0,0.004777591
0,0,0.009810651
0,0,0.0062424364
0,0,0.11087823
0,1,0.66167045
0,0,0.007616819
0,0,0.053724665
0,0,0.20141509
1,0,0.07019631
0,0,0.072203174
1,1,0.6181172
0,0,0.010207975
1,1,0.8936906
0,0,0.0006323381
0,1,0.7667309
0,0,0.11440029
0,0,0.2738366
0,0,0.0010917266
0,0,0.56875414
0,1,0.66214544
0,0,0.25464585
0,0,0.019832762
1,1,0.8263325
1,1,0.9079501
1,1,0.5563882
0,0,0.46361616
1,1,0.4857199
1,0,0.33143675
0,1,0.7182179
0,0,0.48868448
0,1,0.71268034
1,0,0.030892959
0,0,0.0009104555
0,0,0.0019699007
0,0,0.8319326
0,0,0.0005821671
1,1,0.72451574
1,1,0.83996505
0,0,0.3479207
0,0,0.009842451
0,1,0.72270054
0,0,0.015088053
0,0,0.02453898
0,0,0.016635895
1,0,0.18819372
0,1,0.92922616
0,1,0.53727937
1,1,0.8859655
0,0,0.002522331
0,0,0.013327643
0,0,0.20943937
0,0,0.45062128
0,0,0.0024838736
0,0,0.6441102
0,0,0.001908624
0,0,0.0038157846
0,0,0.0010565539
1,0,0.112048775
0,0,0.5893093
0,0,0.38575372
0,1,0.9559714
0,0,0.2669192
0,0,0.18831778
1,0,0.7465123
1,1,0.9184614
0,0,0.14287555
1,0,0.15952131
0,1,0.85475934
1,1,0.8343972
0,0,0.027727874
0,0,0.11613409
0,0,0.4946237
0,0,0.012579677
0,0,0.0718222
1,1,0.9331204
0,0,0.000604089
1,0,0.14379834
0,0,0.10284093
1,0,0.064729646
0,0,0.003549703
0,0,0.00068441726
0,1,0.84077185
0,0,0.010666204
1,1,0.5242327
1,0,0.13724415
0,1,0.14644434
0,0,0.0025345508
0,0,0.0011690079
0,0,0.24646842
0,0,0.5159183
0,0,0.003963488
1,1,0.86370456
0,0,0.0015574405
1,1,0.73674524
1,1,0.6142894
1,1,0.56841564
1,1,0.56123894
0,0,0.01478311
0,0,0.00040869406
0,0,0.001112812
0,0,0.19011824
0,0,0.055276975
1,0,0.024764713
0,0,0.15149349
0,0,0.01816409
0,1,0.85222816
0,0,0.006733818
0,0,0.6028318
1,1,0.7917904
0,1,0.93471986
0,1,0.65057254
0,0,0.3864195
0,0,0.03331557
1,0,0.20123106
0,0,0.0040730806
0,0,0.00014250522
0,0,0.005138914
0,0,0.008058465
1,0,0.44672894
0,0,0.5714849
0,0,0.23768352
1,1,0.37698382
0,0,0.0043809367
1,1,0.6772612
0,0,0.1650467
1,1,0.54629964
0,0,0.0056407102
1,0,0.16505355
0,0,0.2716135
0,0,0.06797855
0,0,0.28755343
1,1,0.9121418
0,1,0.59667236
0,0,0.34868717
1,1,0.7654493
1,1,0.7188524
0,1,0.35350582
0,0,0.00047638392
0,1,0.8330007
0,0,0.002109219
1,1,0.24282475
0,0,0.025057582
0,0,0.008725784
0,0,0.006263981
0,0,0.0022922647
0,0,0.49717864
0,0,0.4795039
0,0,0.019053284
0,0,0.00486627
1,1,0.80656093
0,1,0.8062473
1,1,0.7256885
0,0,0.0061758016
1,0,0.3345465
1,1,0.2876216
0,1,0.15622886
1,0,0.6064652
1,0,0.6603456
1,1,0.24773584
0,0,0.0019901083
1,1,0.6088786
1,1,0.74237305
0,0,0.03633879
0,1,0.8242618
1,1,0.84019697
0,1,0.5851822
1,0,0.17198527
1,1,0.9175504
1,0,0.3716759
0,0,0.0026311108
0,0,0.0005110087
0,0,0.0004149301
0,0,0.5902556
1,1,0.82917064
0,0,0.00190308
0,0,0.52301306
1,1,0.87001556
0,1,0.90558827
0,0,0.0005329725
1,0,0.00089702173
0,0,0.009045531
1,0,0.059158385
1,1,0.9812577
0,0,0.019474836
0,1,0.9075335
0,0,0.020627486
1,1,0.57953566
1,1,0.4472394
0,1,0.17436154
0,0,0.303765
0,1,0.8752937
0,1,0.45234793
0,0,0.007038639
0,0,0.00733308
1,1,0.87123775
1,1,0.8983875
0,0,0.08200518
1,0,0.10622872
0,0,0.001493793
0,0,0.06836354
0,1,0.59743506
0,0,0.011299867
0,0,0.03279392
0,1,0.58925927
0,0,0.15237398
0,0,0.27439937
1,1,0.83411336
0,0,0.0014771459
1,1,0.43214434
1,0,0.49727196
0,0,0.28101575
0,0,0.012868193
0,0,0.0006948039
0,0,0.0020892425
0,0,0.03996031
0,0,0.057277005
0,0,0.0051468895
0,1,0.5524202
0,1,0.54308057
0,0,0.43799123
0,0,0.025012452
1,1,0.6510205
0,0,0.00019902956
0,0,0.37065968
0,0,0.1872049
1,0,0.18769836
1,1,0.54408
0,0,0.1184599
0,0,0.032161225
0,0,0.30623546
1,1,0.62220144
0,0,0.27000785
1,1,0.933483
0,0,0.06533619
0,0,0.3732768
1,1,0.20887814
0,0,0.7961377
1,0,0.3958892
0,0,0.08414414
0,1,0.7594176
0,1,0.3902922
0,0,0.10442279
0,0,0.09289282
0,1,0.976911
1,1,0.95052904
0,0,9.179392e-05
0,0,0.0088676205
1,1,0.98709327
0,0,0.00086438004
0,0,0.4656538
